Pregunta|Respuesta
¿Qué deben hacer los tutores con laboratorio y los tutores sin laboratorio para grabar sus sesiones si no tienen la opción de grabación en sus salas de Meet?|Según el documento anual DSI-104.Tanto los tutores con laboratorio como los tutores sin laboratorio deben utilizar una herramienta externa, como OBS o Camtasia, para grabar la sesión. Esta grabación debe ser independiente de la grabación del ingeniero que imparte la clase.
¿Cómo se determina el tiempo efectivo para los tutores que no imparten laboratorio?|Según el documento anual DSI-104.Para los tutores que no imparten laboratorio, el tiempo efectivo se basa en el tiempo total impartido por el docente. Si la duración de la clase es menor a 71 minutos, obtendrán una nota mínima correspondiente al 80% de efectividad.
¿Cuántas faltas justificadas pueden tener los tutores según las normas establecidas?|Según el documento anual DSI-104.Los tutores pueden tener una sola falta justificada durante el semestre.
¿Qué actividad debe realizarse durante la grabación para garantizar que los alumnos están conectados?|Según el documento anual DSI-104.Durante la grabación, se debe visualizar la pantalla de Meet con la opción de participantes activa.
¿Cuál es el límite de duración para los elementos audiovisuales que un tutor puede presentar en su clase?|Según el documento anual DSI-104.Los elementos audiovisuales, como videos educativos, deben tener una duración menor a 10 minutos.
¿Qué sucede si un elemento audiovisual excede los 10 minutos de duración durante la clase?|Según el documento anual DSI-104.Si un elemento audiovisual excede los 10 minutos de duración, el tiempo restante no se tomará como efectivo de la grabación.
¿Cuál es la consecuencia para un tutor que acumule tres casos donde sus videos no tengan acceso público para la evaluación?|Según el documento anual DSI-104.Si un tutor acumula tres casos sin acceso público a la grabación, se penalizará una asistencia.
¿Cuál es el proceso para justificar una falta laboral como tutor?|Según el documento anual DSI-104.Para justificar una falta laboral, el tutor debe ingresarla dentro de la plataforma DTT y ser evaluada por el coordinador, con la respectiva justificación firmada por el jefe inmediato.
¿Qué sucede si un tutor realiza una actividad durante la grabación para garantizar la conexión de los alumnos?|Según el documento anual DSI-104.Si durante la grabación el tutor realiza una actividad como una hoja de trabajo, resolución de dudas o exámenes cortos, se debe visualizar la pantalla de Meet con la opción de participantes activa.
¿Cómo se penaliza a un tutor que acumula tres casos donde sus videos no están disponibles para la evaluación?|Según el documento anual DSI-104.Si un tutor acumula tres casos sin acceso público a la grabación, se penalizará una asistencia según las normas establecidas.
¿Qué debe hacer un usuario si al momento de hacer la entrega en el formulario aún no se ha terminado de procesar el video?|Según el documento anual DSI-104.El usuario debe entregar el link del video para su posterior auditoría y notificar por correo al equipo DSI 104 sobre su situación.
¿Cuáles son los pasos a seguir si hay inconvenientes con la generación incorrecta de la grabación de laboratorio en Google Drive?|Según el documento anual DSI-104.El usuario debe enviar una captura de pantalla del correo enviado por Google Drive mostrando el estado de la grabación, otra captura de pantalla con el correo que muestra la grabación ya procesada, y adjuntar el link de la grabación.
¿Qué medidas se deben tomar al momento de realizar una entrega para evitar penalizaciones?|Según el documento anual DSI-104.Se debe verificar que toda la información enviada sea correcta. En caso contrario, se podrían aplicar penalizaciones como el envío reiterado de datos incorrectos en el formulario o enviar una carpeta de Google Drive en lugar de la grabación de laboratorio correspondiente.
¿Qué acciones debe tomar un usuario si al realizar una entrega encuentra que algunos datos son incorrectos?|Según el documento anual DSI-104.El usuario debe corregir los datos incorrectos antes de enviar el formulario para evitar penalizaciones.
¿Qué consecuencias puede enfrentar un usuario si envía reiteradamente datos incorrectos en el formulario?|Según el documento anual DSI-104.El usuario puede enfrentar penalizaciones por enviar datos incorrectos en el formulario de manera repetida.
¿Qué medidas se deben tomar al realizar una entrega para asegurarse de que todos los datos sean correctos?|Según el documento anual DSI-104.Se debe verificar minuciosamente la información enviada antes de completar y enviar el formulario.
¿Cuál es la importancia de notificar al equipo DSI 104 si aún no se ha terminado de procesar un video al momento de la entrega?|Según el documento anual DSI-104.Notificar al equipo DSI 104 es importante para informarles sobre la situación y garantizar que puedan realizar una auditoría posterior del video una vez procesado.
¿Cuál es el propósito del formulario para hojas de calificación de prácticas y/o proyectos?|Según el documento anual DSI-104.El formulario se utiliza para evaluar prácticas y/o proyectos durante todo el semestre.
¿Quiénes son los destinatarios del formulario de hojas de calificación?|Según el documento anual DSI-104.El formulario se aplica únicamente para tutores que imparten laboratorio.
¿Qué sucede si se concede una prórroga que afecta las fechas de calificación ya calendarizadas?|Según el documento anual DSI-104.Se debe volver a llenar el formulario y enviar un correo al DSI para notificar el cambio.
¿Cuándo se deben enviar las hojas de calificación?|Según el documento anual DSI-104.Las hojas se deben enviar 3 días antes de que se realice la calificación.
¿Qué requisito debe cumplir una hoja de calificación para obtener una nota completa?|Según el documento anual DSI-104.Debe estar aprobada por el catedrático del curso, adjuntando una captura donde se observe su aprobación. Si aún no está aprobada al momento de llenar el formulario, se puede subir de todas formas, incluyendo una captura donde se notifique al catedrático acerca de la hoja de calificación, y se debe agregar un comentario indicando que aún no está aprobada. Una vez aprobada, se debe notificar al correo de DSI para evitar que la nota sea afectada.
¿Cuál es la modalidad de entrega de las hojas de calificación?|Según el documento anual DSI-104.La entrega es individual.
¿Qué sucede si una hoja de calificación no está aprobada por el catedrático al momento de llenar el formulario?|Según el documento anual DSI-104.Se puede subir de todas formas, adjuntando una captura donde se notifique al catedrático acerca de la hoja de calificación, y se debe agregar un comentario indicando que aún no está aprobada.
¿Quiénes deben notificar al correo de DSI una vez que una hoja de calificación ha sido aprobada?|Según el documento anual DSI-104.Se debe notificar al correo de DSI para evitar que la nota sea afectada.
¿Cuál es el propósito de las reuniones que pueden agendar los tutores con el coordinador del DTT y el equipo del DSI?|Según el documento anual DSI-104.El propósito de estas reuniones es exponer los inconvenientes que los tutores académicos puedan tener en la realización de sus labores, como casos de plagio encontrados o situaciones personales que puedan afectar su desempeño.
¿Cuántas reuniones pueden agendar los tutores por semestre?|Según el documento anual DSI-104.Los tutores pueden agendar hasta 3 reuniones por semestre con el coordinador del DTT y el equipo del DSI.
¿Qué tipo de inconvenientes pueden ser discutidos durante estas reuniones?|Según el documento anual DSI-104.Durante estas reuniones, los tutores pueden discutir cualquier problema que estén enfrentando en sus labores académicas, como casos de plagio, situaciones personales que afecten su desempeño o cualquier otro obstáculo relevante.
¿Quiénes pueden participar en estas reuniones?|Según el documento anual DSI-104.En estas reuniones pueden participar los tutores académicos, el coordinador del DTT y el equipo del DSI.
¿Qué acciones se toman después de estas reuniones?|Según el documento anual DSI-104.Después de estas reuniones, se pueden implementar acciones correctivas o medidas de apoyo para abordar los inconvenientes discutidos y garantizar un mejor desempeño de los tutores académicos en sus labores.
¿Cuál es el objetivo principal de que los tutores puedan agendar estas reuniones?|Según el documento anual DSI-104.El objetivo principal es permitir que los tutores académicos expongan cualquier inconveniente que estén enfrentando en sus labores y recibir apoyo o soluciones por parte del coordinador del DTT y el equipo del DSI.
¿Qué tipo de situaciones personales podrían ser discutidas durante estas reuniones?|Según el documento anual DSI-104.Durante estas reuniones, los tutores podrían discutir situaciones personales que puedan afectar su desempeño, como problemas de salud, dificultades familiares o cualquier otra circunstancia que interfiera con su trabajo como tutores académicos.
¿Cómo se determina la relevancia de los inconvenientes que se presentan durante estas reuniones?|Según el documento anual DSI-104.La relevancia de los inconvenientes se determina según su impacto en las labores de los tutores académicos y en el funcionamiento general del programa de tutoría.
¿Qué recursos o apoyo pueden ofrecer el coordinador del DTT y el equipo del DSI durante estas reuniones?|Según el documento anual DSI-104.Durante estas reuniones, el coordinador del DTT y el equipo del DSI pueden ofrecer recursos adicionales, asesoramiento, capacitación o cualquier otro tipo de apoyo necesario para abordar los inconvenientes presentados por los tutores académicos.
¿Cómo se garantiza la confidencialidad de la información discutida durante estas reuniones?|Según el documento anual DSI-104.La confidencialidad de la información discutida durante estas reuniones se garantiza mediante políticas internas y protocolos de privacidad establecidos por la institución educativa.
¿Cuáles son los medios de acceso rápido para ingresar a formularios?|Según el documento anual DSI-104.Los medios de acceso rápido son mediante el enlace directo proporcionado o a través de la plataforma DTT, siguiendo la ruta: Menú Ayuda > Enlaces > Ingreso asistencia laboratorios y foros Mod-virtual.
¿Qué enlace debo utilizar para acceder a los vídeos de asistencia de laboratorios?|Según el documento anual DSI-104.Puedes acceder a los vídeos de asistencia de laboratorios a través del enlace directo: https://dsifiusac.wixsite.com/tutores o mediante la plataforma DTT, siguiendo la ruta mencionada anteriormente.
¿Cómo puedo acceder al enlace de asistencia de laboratorios desde la plataforma DTT?|Según el documento anual DSI-104.Desde la sesión como tutor académico en la plataforma DTT, dirígete al Menú Ayuda, luego selecciona la opción Enlaces y finalmente elige Ingreso asistencia laboratorios y foros Mod-virtual.
¿Qué opciones tengo para acceder a los vídeos de asistencia de laboratorios?|Según el documento anual DSI-104.Tienes dos opciones: usar el enlace directo proporcionado o ingresar a la plataforma DTT como tutor académico y seguir la ruta mencionada en la pregunta anterior.
¿Dónde puedo encontrar el enlace de asistencia de laboratorios si estoy en la plataforma DTT?|Según el documento anual DSI-104.El enlace de asistencia de laboratorios se encuentra en el Menú Ayuda de la plataforma DTT, bajo la sección de Enlaces, específicamente en la opción de Ingreso asistencia laboratorios y foros Mod-virtual.
¿Qué debo hacer si quiero acceder rápidamente al formulario?|Según el documento anual DSI-104.Puedes acceder rápidamente al formulario utilizando el enlace directo proporcionado o accediendo a la plataforma DTT como tutor académico y siguiendo la ruta mencionada para ingresar a la asistencia de laboratorios.
¿En qué parte de la plataforma DTT puedo encontrar el acceso a los vídeos de asistencia?|Según el documento anual DSI-104.Los vídeos de asistencia se encuentran en la sección de Ayuda de la plataforma DTT, específicamente en la opción de Enlaces, bajo el título de Ingreso asistencia laboratorios y foros Mod-virtual.
¿Cuál es la forma más rápida de acceder a los recursos de asistencia de laboratorios?|Según el documento anual DSI-104.La forma más rápida es utilizando el enlace directo proporcionado o accediendo a la plataforma DTT como tutor académico y siguiendo la ruta mencionada en las respuestas anteriores.
¿Cuál es la ponderación de la asistencia a laboratorios en el curso DSI 104?|Según el documento anual DSI-104.La asistencia a laboratorios en el curso DSI 104 representa el 70% de la calificación total.
¿Qué criterio se utiliza para validar la asistencia a los laboratorios en el curso DSI 104?|Según el documento anual DSI-104.La asistencia a los laboratorios se valida utilizando el concepto de tiempo efectivo según el Manual 104.
¿Qué porcentaje de la calificación total en el curso DSI 104 se asigna a actividades administradas por el departamento (DSI 104)?|Según el documento anual DSI-104.El 30% de la calificación total se asigna a actividades administradas por el departamento (DSI 104), como evaluaciones de rendimiento, hojas de calificación, actividades extras y foros.
¿Cuál es la nota mínima requerida para aprobar el curso DSI 104?|Según el documento anual DSI-104.La nota mínima requerida para aprobar el curso DSI 104 es del 80%.
¿Cuál es el peso relativo de la asistencia a laboratorios en comparación con las actividades administradas por el departamento en el curso DSI 104?|Según el documento anual DSI-104.La asistencia a laboratorios representa el 70% de la calificación total, mientras que las actividades administradas por el departamento representan el 30%.
¿Qué aspecto específico de la asistencia a laboratorios se utiliza para validarla en el curso DSI 104?|Según el documento anual DSI-104.La asistencia a laboratorios se valida utilizando el concepto de tiempo efectivo según el Manual 104.
¿Qué tipo de actividades adicionales administradas por el departamento (DSI 104) contribuyen al 30% de la calificación total en el curso?|Según el documento anual DSI-104.Las actividades adicionales administradas por el departamento incluyen evaluaciones de rendimiento, hojas de calificación, actividades extras y foros.
¿Donde puedo encontrar el documento Manual DSI-104?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1P8Jbwqb6jl-kIDF9mo07wrhZKJmuAhxz/view?usp=sharing''
¿Donde puedo encontrar la plantilla de foros?|Lo puedes encontrar en: ''https://docs.google.com/document/d/1UfceCXQRop-HZdtcXValejupHrIrx0eqR0Ve9-k0APs/edit''
¿Donde puedo el link de entrega de foros?|Lo puedes encontrar en: ''https://dsifiusac.wixsite.com/tutores/entrega-foros''
¿Donde puedo el link del documento de control de asistencia?|Lo puedes encontrar en: ''https://docs.google.com/document/d/1iWgQsCp1oM15DBJayPuKlCz-eYem3gM7kPRPFPv3Fos/edit''
¿Donde puedo el link de entrega de grabaciones?|Lo puedes encontrar en: ''https://dsifiusac.wixsite.com/tutores/asistencia-laboratorios''
¿Donde puedo el link de entrega de hojas de calificación?|Lo puedes encontrar en: ''https://forms.gle/MbSjNZaHdFhy2138A''
¿Donde puedo el link de dsifiysac?|Lo puedes encontrar en: '' https://dsifiusac.wixsite.com/tutores''
¿Donde puedo encontrar el la plantilla Boleta de Inscripción Laboral?|Lo puedes encontrar en: ''https://docs.google.com/spreadsheets/d/1VfNAKHwBQWNJLmeyXT1s2JvSwbTb7fgd/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar el la plantilla Boleta de Inscripción Docente?|Lo puedes encontrar en: ''https://docs.google.com/spreadsheets/d/14zKdocbwLX3TF3p-6bw5tavYyAMMcxak/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar el la plantilla Boleta de Seguimiento?|Lo puedes encontrar en: ''https://docs.google.com/spreadsheets/d/1Je_ME8gQuwHIOyhGVQAi0a_5qrDCANkH/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar el la plantilla Carta Docente o Carta Jefe Inicio|Lo puedes encontrar en: ''https://docs.google.com/document/d/1GzvlNod6Wr_HhvZBUaoVMWnSSeTk-KfO/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
¿Donde puedo encontrar el la el logo ECYS o logo DTT|Lo puedes encontrar en: ''https://drive.google.com/file/d/10yTUtgg-OFyPvN3-9Bcc2Mbsz8MK6555/view?usp=sharing''
¿Cual es el formato del reporte de conferencia?|El formato es según la plantilla de reporte de conferencia, para el formato se encuntra un ejemplo llamado ''ejemplo del formato del reporte de conferencia''.
¿Hay algun ejemplo del formato del reporte de conferencia?|Si, existe un ejemplo del formato del reporte de conferencia
¿Donde puedo encontrar el ejemplo del formato del reporte de conferencia?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1nDPESHsXKe-xca2rEH_f-sBQEY3fPmXD/view?usp=sharing''
¿Dónde puedo encontrar información sobre las secciones y funcionalidades del sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Cómo puedo aprender sobre el registro de actividades y las métricas en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Dónde puedo obtener detalles sobre cómo crear, editar y visualizar reportes en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Cómo puedo acceder a mi información personal y asignaciones en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Dónde puedo encontrar información sobre cómo crear eventos y acceder a recursos en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Cómo puedo enviar reportes para calificación en el sistema DTT?|Esta información la puedes encontrar en el documento “Manual de practicante”.
¿Donde puedo encontrar el documento Manual de practicante?|Lo puedes encontrar en: ''https://drive.google.com/file/d/13jgNQVItie-rQQSEyqUuSfH2B7ITmeeG/view?usp=sharing''
¿Cuál es el propósito de los laboratorios de la Escuela de Ciencias y Sistemas?|Esta información la puedes encontrar en la plantilla “ACUERDO ANTI-PLAGIO”.
¿Qué compromisos debe asumir un estudiante en estos laboratorios?|Esta información la puedes encontrar en la plantilla “ACUERDO ANTI-PLAGIO”.
¿Qué consecuencias puede traer el incumplimiento de este acuerdo?|Esta información la puedes encontrar en la plantilla “ACUERDO ANTI-PLAGIO”.
¿Cuáles son los diferentes tipos de plagio que se mencionan en el acuerdo y qué penalizaciones conllevan?|Esta información la puedes encontrar en la plantilla “ACUERDO ANTI-PLAGIO”.
¿Qué sucede si un alumno comete plagio total sin el consentimiento del otro alumno?|Esta información la puedes encontrar en la plantilla “ACUERDO ANTI-PLAGIO”.
¿Donde puedo encontrar el documento de Acuerdo Anti-Plagio?|Lo puedes encontrar en: ''https://drive.google.com/file/d/139wNNk4K1KzOQN-zyeMowKzOvaByhZK5/view?usp=sharing''
¿Cuáles son las competencias que debe tener un egresado de la Licenciatura en Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Un egresado de la Licenciatura en Ingeniería en Ciencias y Sistemas debe ser capaz de analizar, diseñar, construir y dimensionar sistemas electrónicos de cómputo y de programación, entender a los usuarios y sus expectativas, incluir modelado científico y simulación, administrar recurso humano formando equipos de trabajo, trabajar conjuntamente con otros especialistas, entender problemas y situaciones, aplicar los avances tecnológicos más recientes, presentar, discutir y defender la aplicación de sus conocimientos técnicos, modelar fenómenos físicos, aplicar un enfoque sistémico a las soluciones propuestas, evaluar, comparar y seleccionar equipos de cómputo, entender el lenguaje técnico en una lengua extranjera, aplicar el conocimiento profesional amparado en la ética profesional, diseñar, implementar, configurar y mantener redes de comunicaciones digitales, resolver problemas con orientación teórica, aplicar conocimientos de resolución de soluciones informáticas que sean auditables, desarrollar sistemas automáticos de control digital para la industria, y conocer los criterios de selección de lenguajes para computadora.
¿Qué habilidades de liderazgo se esperan de un egresado de Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Se espera que un egresado de Ingeniería en Ciencias y Sistemas sea capaz de entender problemas y situaciones, plantear una visión, ser estratega y poder tomar el liderazgo en la conducción de la modernización empresarial. Esto incluye la administración de proyectos.
¿Qué habilidades técnicas se requieren en un egresado de Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Un egresado de Ingeniería en Ciencias y Sistemas debe ser capaz de analizar, diseñar, construir y dimensionar sistemas electrónicos de cómputo y de programación, incluir modelado científico y simulación, evaluar, comparar y seleccionar equipos de cómputo, herramientas de software y servicios informáticos, diseñar, implementar, configurar y mantener redes de comunicaciones digitales, resolver problemas con orientación teórica, como el diseño de autómatas, modelado de estructuras de datos, administración, arquitectura y funcionamiento de sistemas operativos, sistemas de bases de datos, compiladores, etc., y desarrollar sistemas automáticos de control digital para la industria.
¿Qué se espera que un egresado de Ingeniería en Ciencias y Sistemas pueda hacer con los lenguajes de programación?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Se espera que un egresado de Ingeniería en Ciencias y Sistemas conozca los criterios de selección de lenguajes para computadora y entienda la forma en que estos trabajan.
¿Qué habilidades de comunicación se esperan de un egresado de Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Se espera que un egresado de Ingeniería en Ciencias y Sistemas sea capaz de presentar, discutir y defender la aplicación de sus conocimientos técnicos en los ambientes gerenciales donde se toman decisiones para el desarrollo tecnológico de las distintas industrias y el estado. Además, debe ser capaz de entender el lenguaje técnico, por lo menos, en una lengua extranjera.
¿Qué habilidades de modelado se esperan de un egresado de Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Un egresado de Ingeniería en Ciencias y Sistemas debe ser capaz de modelar fenómenos físicos a través de implementar los conocimientos adquiridos en Matemática, Física y Química. También debe ser capaz de aplicar un enfoque sistémico a las soluciones propuestas para problemas a través de implementar los conocimientos adquiridos en Lógica de Sistemas, Teoría de Sistemas y Economía.
¿Qué se espera que un egresado de Ingeniería en Ciencias y Sistemas pueda hacer en términos de ética profesional?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Se espera que un egresado de Ingeniería en Ciencias y Sistemas aplique el conocimiento profesional amparado en la ética profesional.
¿Qué habilidades de auditoría se esperan de un egresado de Ingeniería en Ciencias y Sistemas?|Según el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas. Un egresado de Ingeniería en Ciencias y Sistemas debe ser capaz de aplicar conocimientos de resolución de soluciones informáticas que sean auditables, enfocadas principalmente en bases de auditoría.
¿Donde puedo encontrar el documento Perfil de Egreso del Estudiante de Ingeniería en Ciencias y Sistemas?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1RKCsSqFynhEcc8_6nTPoZO5352p6Pbqo/view?usp=sharing''
¿Como creo la ponderación de un curso en DTT?|Se crea en la plataforma DTT, para ello se encuntra un ejemplo llamado ''ejemplo de como crear la ponderación en DTT''.
¿Hay algun ejemplo de como crear la ponderación de DTT?|Si, existe un ejemplo de como crear la ponderación
¿Donde puedo encontrar el ejemplo de como crear la ponderación en DTT?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1DwDQJtyBlnyUNS2US3o1H7BqqqHYeCPz/view?usp=sharing''
¿Dónde puedo encontrar información sobre cómo crear y gestionar cuestionarios para tutores y catedráticos de DTT?|sta información la puedes encontrar en el documento “Manual de usuario del módulo de quiz”.
¿En qué documento se detalla la programación y consulta de exámenes de DTT?|Esta información la puedes encontrar en el documento “Manual de usuario del módulo de quiz”.
¿Dónde puedo aprender sobre los diferentes tipos de preguntas que se pueden usar en el módulo de quiz de DTT?|Esta información la puedes encontrar en el documento “Manual de usuario del módulo de quiz”.
¿Cómo puedo obtener información sobre la calificación y generación de reportes de notas en el módulo de quiz de DTT?|Esta información la puedes encontrar en el documento “Manual de usuario del módulo de quiz”.
¿Dónde puedo encontrar una guía para navegar por el menú principal del módulo de quiz de DTT?|Esta información la puedes encontrar en el documento “Manual de usuario del módulo de quiz”.
¿Donde puedo encontrar el documento Manual de usuario del módulo de quiz?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1BkaidWtKfp_QHSUSzqWr3WipWSbvCN1k/view?usp=sharing''
¿Cómo puedo asignar estudiantes a cursos en el sistema?|Esta información la puedes encontrar en el documento ''Manual de asignación de estudiantes y envió de avisos''.
¿Cómo puedo enviar avisos a través del sistema?|Esta información la puedes encontrar en el documento ''Manual de asignación de estudiantes y envió de avisos''.
¿Cómo puedo visualizar las listas de estudiantes en el sistema?|Esta información la puedes encontrar en el documento ''Manual de asignación de estudiantes y envió de avisos''.
¿Cómo puedo cargar masivamente alumnos en el sistema?|Esta información la puedes encontrar en el documento ''Manual de asignación de estudiantes y envió de avisos''.
¿Cómo puedo editar y buscar información estudiantil en el sistema?|Esta información la puedes encontrar en el documento ''Manual de asignación de estudiantes y envió de avisos''.
¿Donde puedo encontrar el documento Manual de asignación de estudiantes y envió de avisos?|Lo puedes encontrar en: ''https://drive.google.com/file/d/1pYlKxRHjXSwHRyv1v3_9_xrOZQODVtKS/view?usp=sharing''
¿Existe una plantilla para las hojas de calificación?|Si, lo puedes encontrar como ''plantilla de Hoja de Calificación''
¿Para qué sirven las hojas de calificación?|Sirven para crear una ponderación, ya sea para prácticas o proyectos durante el laboratorio, la cual servirá como el estándar para la calificación. Estas hojas deben estar revisadas y confirmadas por el catedrático encargado de la clase magistral.
¿Donde puedo encontrar la plantilla de Hoja de Calificación?|Lo puedes encontrar en: ''https://docs.google.com/document/d/15SQ0FQfRMe2FG172IBpdSFKKkQq-Vu1s/edit?usp=sharing&ouid=102942262489282477159&rtpof=true&sd=true''
